date,contract,open,high,low,close,volume,open_interest
2021-02-09,IC2402,7114.38,7185.22,7012.45,7152.24,3740,99414
2021-02-09,IF2401,6377.13,6432.75,6346.9,6401.84,6835,170701
2021-02-09,IF2402,2360.13,2388.94,2338.07,2376.25,2286,118155
2021-02-09,IF2403,4417.45,4451.6,4415.33,4417.45,4321,155674
2021-02-09,IH2401,4119.88,4183.82,4084.11,4127.5,9681,63197
2021-02-10,IC2401,4602.33,4641.56,4593.56,4606.68,1532,91853
2021-02-10,IC2402,7042.27,7133.59,6979.85,7050.8,2474,117309
2021-02-10,IF2401,6388.75,6424.36,6285.7,6404.71,3180,98422
2021-02-10,IF2402,2330.14,2358.12,2310.53,2356.65,1223,117813
2021-02-10,IF2403,4387.97,4498.12,4341.12,4364.12,6500,151369
2021-02-10,IH2401,4052.82,4078.62,3882.69,4010.66,4588,128408
2021-02-11,IC2401,4693.02,4733.74,4628.65,4695.78,7162,126466
2021-02-11,IC2402,6821.96,6896.34,6798.19,6848.07,8459,80260
2021-02-11,IF2401,6454.93,6518.95,6426.56,6440.13,2780,50731
2021-02-11,IF2402,2380.71,2397.63,2366.97,2375.16,2226,184937
2021-02-11,IF2403,4486.43,4525.98,4465.03,4494.11,7261,74771
2021-02-11,IH2401,4060.39,4085.15,4015.05,4057.75,2799,153662
2021-02-12,IC2401,4609.94,4636.04,4574.45,4617.02,6033,86861
2021-02-12,IC2402,6816.85,6872.37,6763.08,6825.74,6128,81311
2021-02-12,IF2401,6331.32,6435.38,6289.85,6364.19,6939,111544
2021-02-12,IF2402,2358.31,2407.72,2295.07,2356.37,1439,134339
2021-02-12,IF2403,4423.23,4460.21,4377.53,4418.38,1686,94498
2021-02-12,IH2401,4129.14,4223.32,4059.57,4101.24,2007,66987
2021-02-15,IC2401,4500.24,4514.74,4462.55,4483.3,1982,138658
2021-02-15,IC2402,6676.77,6765.98,6526.91,6698.66,4724,66549
2021-02-15,IF2401,6418.38,6510.93,6350.61,6418.04,8249,120875
2021-02-15,IF2402,2382.0,2387.48,2344.15,2373.9,7289,67390
2021-02-15,IF2403,4372.08,4399.28,4346.5,4371.4,8309,121915
2021-02-15,IH2401,4117.86,4177.22,4050.31,4121.27,4267,61661
2021-02-16,IC2401,4596.83,4659.38,4576.14,4620.17,6835,152199
2021-02-16,IC2402,6581.12,6665.4,6559.8,6613.26,8503,106005
2021-02-16,IF2401,6304.99,6401.19,6295.09,6305.82,4217,57263
2021-02-16,IF2402,2438.65,2451.77,2418.25,2428.56,9864,117574
2021-02-16,IF2403,4318.62,4362.32,4258.74,4350.0,3703,75053
2021-02-16,IH2401,4099.41,4148.85,4086.37,4112.03,1552,119281
2021-02-17,IC2401,4744.68,4849.43,4718.51,4725.64,9243,105385
2021-02-17,IC2402,6455.35,6479.85,6350.82,6414.49,6904,65884
2021-02-17,IF2401,6390.5,6418.91,6324.3,6370.69,7462,175048
2021-02-17,IF2402,2551.37,2557.9,2505.03,2551.3,3133,125050
2021-02-17,IF2403,4236.1,4248.71,4233.37,4243.34,9685,86744
2021-02-17,IH2401,4142.64,4204.95,4073.64,4138.21,4539,109453
2021-02-18,IC2401,4840.59,4865.16,4777.57,4799.76,8251,123772
2021-02-18,IC2402,6135.19,6145.4,6082.79,6103.78,9562,86581
2021-02-18,IF2401,6347.17,6522.52,6302.37,6396.66,7421,55388
2021-02-18,IF2402,2463.21,2480.26,2457.6,2477.1,6145,182766
2021-02-18,IF2403,4210.94,4246.03,4194.76,4196.24,2766,60349
2021-02-18,IH2401,4181.86,4194.13,4174.18,4189.64,2508,162094
2021-02-19,IC2401,4923.6,4995.03,4843.65,4895.06,8818,79233
2021-02-19,IC2402,6170.57,6204.88,6029.14,6155.74,7615,165235
2021-02-19,IF2401,6414.68,6496.42,6391.4,6436.74,9357,180215
2021-02-19,IF2402,2435.1,2478.68,2419.14,2428.62,3692,153152
2021-02-19,IF2403,4274.31,4279.88,4195.17,4239.04,4038,115554
2021-02-19,IH2401,4228.32,4238.38,4224.7,4229.21,3197,131646
2021-02-22,IC2401,4856.33,4944.2,4832.41,4899.36,4384,167960
2021-02-22,IC2402,6274.34,6394.06,6268.83,6293.58,8581,153033
2021-02-22,IF2401,6789.53,6850.62,6748.56,6802.06,6680,114290
2021-02-22,IF2402,2421.0,2441.07,2386.98,2395.56,8567,161700
2021-02-22,IF2403,4240.85,4288.09,4157.33,4223.42,6144,62731
2021-02-22,IH2401,4199.25,4274.25,4197.29,4206.68,4761,166471
2021-02-23,IC2401,4862.14,4931.39,4785.78,4837.43,7813,165356
2021-02-23,IC2402,6364.02,6405.47,6263.59,6363.44,4833,170868
2021-02-23,IF2401,6658.09,6722.21,6572.44,6671.12,7456,128938
2021-02-23,IF2402,2374.7,2404.23,2343.81,2367.85,6493,131921
2021-02-23,IF2403,4359.69,4388.68,4341.43,4350.28,8401,64715
2021-02-23,IH2401,4373.4,4377.53,4333.38,4361.87,3901,109358
2021-02-24,IC2401,4790.74,4913.43,4737.14,4805.38,8782,129839
2021-02-24,IC2402,6484.26,6541.26,6402.48,6451.36,3650,178555
2021-02-24,IF2401,6609.04,6680.2,6547.77,6572.88,5134,199371
2021-02-24,IF2402,2317.85,2326.44,2315.53,2317.88,5309,157330
2021-02-24,IF2403,4337.38,4355.13,4299.17,4310.78,2486,69278
2021-02-24,IH2401,4333.07,4395.53,4238.47,4354.98,2613,180960
2021-02-25,IC2401,4807.18,4840.05,4780.13,4830.37,4156,50116
2021-02-25,IC2402,6464.27,6546.35,6353.71,6445.22,1121,179068
2021-02-25,IF2401,6474.77,6484.53,6437.86,6471.35,9223,120761
2021-02-25,IF2402,2231.56,2247.28,2203.33,2230.28,4036,77524
2021-02-25,IF2403,4452.6,4483.89,4430.05,4455.34,5634,127821
2021-02-25,IH2401,4293.33,4361.14,4227.7,4276.43,4518,153620
2021-02-26,IC2401,4778.7,4804.36,4741.79,4751.86,5633,65652
2021-02-26,IC2402,6493.12,6538.23,6355.96,6423.43,5512,173614
2021-02-26,IF2401,6465.88,6548.56,6426.46,6466.64,4313,112838
2021-02-26,IF2402,2307.07,2317.61,2281.74,2296.07,4112,185285
2021-02-26,IF2403,4424.07,4529.93,4418.5,4452.47,5511,95171
2021-02-26,IH2401,4325.41,4334.89,4310.04,4314.22,4798,139002
2021-03-01,IC2401,4836.96,4840.21,4830.39,4835.78,5341,187051
2021-03-01,IC2402,6289.88,6386.18,6259.2,6266.36,8894,118673
2021-03-01,IF2401,6459.64,6534.18,6397.22,6491.68,4597,187134
2021-03-01,IF2402,2253.12,2282.12,2245.11,2263.82,6844,58414
2021-03-01,IF2403,4576.82,4627.34,4503.25,4559.05,9709,78040
2021-03-01,IH2401,4326.2,4432.28,4302.13,4302.87,8377,148433
2021-03-02,IC2401,4727.52,4777.38,4638.95,4758.64,8106,144277
2021-03-02,IC2402,6383.98,6442.56,6301.4,6357.39,2390,138810
2021-03-02,IF2401,6693.27,6810.11,6663.63,6674.79,9636,53075
2021-03-02,IF2402,2298.42,2319.21,2295.54,2296.28,9589,195094
2021-03-02,IF2403,4563.5,4589.38,4509.43,4553.82,3512,169013
2021-03-02,IH2401,4415.49,4428.05,4388.73,4414.37,1500,187937
2021-03-03,IC2401,4822.33,4831.66,4821.03,4824.44,2764,181893
2021-03-03,IC2402,6167.55,6252.81,6133.89,6140.01,4883,185186
2021-03-03,IF2401,6498.28,6540.42,6465.34,6475.85,1464,166813
2021-03-03,IF2402,2327.36,2344.94,2269.55,2328.19,2774,176839
2021-03-03,IF2403,4687.56,4693.39,4672.2,4689.48,6723,92172
2021-03-03,IH2401,4488.13,4542.23,4409.35,4463.2,5697,83599
2021-03-04,IC2401,4714.36,4756.78,4706.6,4725.89,4769,99750
2021-03-04,IC2402,6232.51,6356.35,6164.34,6279.63,2828,70391
2021-03-04,IF2401,6567.6,6634.33,6510.61,6537.31,9284,118055
2021-03-04,IF2402,2248.24,2257.15,2246.38,2250.54,3876,61801
2021-03-04,IF2403,4548.22,4631.97,4500.01,4534.22,2639,76719
2021-03-04,IH2401,4488.34,4492.97,4438.12,4485.21,7083,72932
2021-03-05,IC2401,4700.37,4711.58,4685.56,4698.31,5805,147994
2021-03-05,IC2402,6333.29,6364.35,6286.07,6286.81,6658,94268
2021-03-05,IF2401,6531.59,6583.12,6353.82,6508.42,8778,55156
2021-03-05,IF2402,2277.87,2315.76,2254.11,2261.74,9771,75426
2021-03-05,IF2403,4593.66,4630.72,4588.25,4622.64,4842,87251
2021-03-05,IH2401,4410.12,4506.8,4395.38,4436.49,2569,67929
2021-03-08,IC2401,4676.39,4712.23,4616.44,4667.92,2503,167990
2021-03-08,IC2402,6223.84,6264.87,6163.77,6230.85,1364,147587
2021-03-08,IF2401,6701.74,6824.22,6620.01,6676.07,3363,155211
2021-03-08,IF2402,2292.79,2339.04,2280.59,2308.63,2912,143148
2021-03-08,IF2403,4445.14,4462.58,4351.61,4458.32,7808,118649
2021-03-08,IH2401,4408.3,4409.03,4387.34,4400.83,6079,58859
2021-03-09,IC2401,4684.67,4686.85,4581.68,4670.88,3917,155564
2021-03-09,IC2402,6361.51,6433.83,6318.75,6410.66,3720,114045
2021-03-09,IF2401,6994.32,7048.59,6907.13,7010.49,8866,196428
2021-03-09,IF2402,2317.89,2336.37,2292.61,2335.68,1392,75970
2021-03-09,IF2403,4412.35,4471.4,4340.33,4396.18,7208,174938
2021-03-09,IH2401,4428.31,4506.07,4399.61,4439.73,3747,74333
2021-03-10,IC2401,4538.32,4551.21,4468.14,4524.54,6198,77011
2021-03-10,IC2402,6404.55,6434.74,6317.29,6347.56,3945,146448
2021-03-10,IF2401,6966.14,6999.34,6874.45,6932.14,5527,192424
2021-03-10,IF2402,2424.82,2429.17,2373.53,2414.87,6177,151623
2021-03-10,IF2403,4492.66,4556.22,4444.91,4528.9,1766,137778
2021-03-10,IH2401,4252.25,4319.82,4234.9,4283.8,4029,120550
2021-03-11,IC2401,4375.22,4409.79,4362.71,4375.29,4931,186399
2021-03-11,IC2402,6219.78,6238.98,6160.15,6219.96,1757,146494
2021-03-11,IF2401,6987.49,6992.29,6954.72,6980.11,9481,127804
2021-03-11,IF2402,2462.16,2471.36,2402.31,2433.54,8542,88604
2021-03-11,IF2403,4399.11,4447.2,4367.09,4383.37,3154,67941
2021-03-11,IH2401,4295.84,4360.89,4279.46,4308.32,9325,152705
2021-03-12,IC2401,4384.57,4469.89,4340.21,4423.09,5974,172036
2021-03-12,IC2402,6228.46,6257.9,6192.04,6212.35,2173,138760
2021-03-12,IF2401,6984.72,7086.06,6819.6,6946.9,1065,59179
2021-03-12,IF2402,2444.94,2475.18,2429.82,2449.89,7048,111469
2021-03-12,IF2403,4207.91,4260.85,4174.65,4245.35,4532,72538
2021-03-12,IH2401,4337.23,4427.29,4331.89,4378.61,7247,72460
2021-03-15,IC2401,4333.46,4396.48,4240.53,4395.83,3199,98077
2021-03-15,IC2402,5939.58,6003.24,5935.17,5935.91,4966,180888
2021-03-15,IF2401,6681.08,6712.33,6609.08,6704.55,5977,89586
2021-03-15,IF2402,2468.96,2487.34,2459.15,2470.14,4418,160672
2021-03-15,IF2403,4274.91,4288.14,4250.74,4257.9,6994,176373
2021-03-15,IH2401,4406.23,4541.11,4389.74,4448.89,2605,138445
2021-03-16,IC2401,4359.2,4368.9,4278.2,4360.43,9344,53676
2021-03-16,IC2402,6012.63,6099.84,5992.71,6001.9,4832,177062
2021-03-16,IF2401,6607.94,6625.98,6501.84,6593.94,7897,127585
2021-03-16,IF2402,2625.31,2681.25,2572.89,2616.85,6915,160317
2021-03-16,IF2403,4425.02,4432.7,4401.59,4419.14,6498,111038
2021-03-16,IH2401,4580.76,4646.99,4570.9,4603.49,8704,75098
2021-03-17,IC2401,4276.59,4317.01,4244.05,4305.56,1140,180604
2021-03-17,IC2402,5877.8,5924.57,5851.89,5861.7,6325,93382
2021-03-17,IF2401,6552.49,6652.4,6495.27,6552.47,6469,139429
2021-03-17,IF2402,2599.76,2628.5,2579.69,2618.53,1093,88757
2021-03-17,IF2403,4454.41,4466.48,4394.33,4454.13,3768,83458
2021-03-17,IH2401,4576.89,4614.46,4559.5,4587.43,4695,89298
2021-03-18,IC2401,4218.91,4239.5,4162.5,4192.21,9426,183115
2021-03-18,IC2402,5819.02,5901.07,5777.13,5830.64,4664,190488
2021-03-18,IF2401,6176.46,6296.58,6057.46,6154.37,6379,65920
2021-03-18,IF2402,2585.11,2643.26,2562.29,2577.13,3947,111846
2021-03-18,IF2403,4445.3,4527.05,4422.26,4447.52,5365,190435
2021-03-18,IH2401,4579.03,4593.98,4522.29,4562.32,9833,106700
2021-03-19,IC2401,4165.73,4201.91,4133.37,4165.02,9349,158068
2021-03-19,IC2402,5812.56,6021.87,5778.53,5818.35,5072,58279
2021-03-19,IF2401,6274.95,6334.7,6272.66,6286.15,5562,181245
2021-03-19,IF2402,2566.94,2576.29,2524.98,2550.79,8970,114794
2021-03-19,IF2403,4613.73,4624.15,4545.39,4564.51,6934,74241
2021-03-19,IH2401,4655.91,4655.98,4566.37,4632.21,4480,119394
2021-03-22,IC2401,4218.74,4270.72,4205.61,4242.11,1367,77369
2021-03-22,IC2402,5910.89,5989.18,5904.61,5926.75,8632,72413
2021-03-22,IF2401,6051.7,6085.06,5979.27,6052.58,7159,148900
2021-03-22,IF2402,2582.16,2590.63,2528.55,2583.19,3454,165127
2021-03-22,IF2403,4546.05,4566.51,4478.34,4554.52,7796,63174
2021-03-22,IH2401,4699.9,4768.0,4661.06,4700.53,7473,142207
2021-03-23,IC2401,4240.71,4269.59,4151.01,4222.0,8917,160808
2021-03-23,IC2402,5996.41,6040.66,5932.99,5948.35,9114,73768
2021-03-23,IF2401,6028.25,6123.34,5914.8,6053.48,3295,78637
2021-03-23,IF2402,2581.62,2582.9,2562.68,2576.08,5102,148463
2021-03-23,IF2403,4580.56,4594.33,4560.39,4579.66,3443,102854
2021-03-23,IH2401,4481.85,4539.42,4473.0,4506.71,3612,71427
2021-03-24,IC2401,4289.04,4321.73,4226.45,4309.45,3593,194627
2021-03-24,IC2402,5996.31,6044.43,5947.38,6005.22,3525,88659
2021-03-24,IF2401,5911.58,5987.1,5838.71,5933.32,7464,66949
2021-03-24,IF2402,2619.97,2640.73,2602.99,2604.91,5728,88419
2021-03-24,IF2403,4676.58,4738.21,4637.36,4679.24,9971,182014
2021-03-24,IH2401,4596.26,4596.48,4488.78,4558.03,6148,155868
2021-03-25,IC2401,4413.31,4433.77,4374.22,4415.36,2202,108260
2021-03-25,IC2402,5975.15,6027.85,5934.07,6011.46,8301,142126
2021-03-25,IF2401,5876.93,5996.6,5832.91,5917.04,8957,192204
2021-03-25,IF2402,2543.08,2569.58,2489.57,2561.42,8899,166698
2021-03-25,IF2403,4672.21,4756.1,4653.63,4697.8,8359,163201
2021-03-25,IH2401,4528.91,4596.09,4517.35,4543.15,3287,53370
2021-03-26,IC2401,4469.76,4532.8,4430.3,4434.16,8940,191936
2021-03-26,IC2402,5940.01,5967.33,5804.66,5919.31,3980,153800
2021-03-26,IF2401,5939.22,5978.63,5936.25,5958.31,6812,182715
2021-03-26,IF2402,2569.2,2588.86,2546.38,2569.6,9470,110790
2021-03-26,IF2403,4673.76,4720.66,4525.44,4689.11,3256,97800
2021-03-26,IH2401,4349.4,4362.39,4327.19,4340.95,9161,80974
2021-03-29,IC2401,4461.56,4511.01,4423.25,4464.81,3376,106759
2021-03-29,IC2402,5949.88,5967.35,5929.66,5938.75,9965,149487
2021-03-29,IF2401,6013.84,6105.94,6000.1,6040.43,5271,158861
2021-03-29,IF2402,2733.06,2783.66,2637.47,2698.74,7009,165659
2021-03-29,IF2403,4716.75,4777.83,4628.02,4708.0,7760,105308
2021-03-29,IH2401,4314.5,4392.46,4267.98,4307.72,7278,111702
2021-03-30,IC2401,4422.74,4484.83,4409.25,4416.5,2875,76032
2021-03-30,IC2402,6128.64,6187.16,6018.74,6170.59,2173,59400
2021-03-30,IF2401,6001.94,6011.91,5964.92,5978.56,1660,174975
2021-03-30,IF2402,2684.93,2701.86,2661.26,2681.43,9264,155494
2021-03-30,IF2403,4816.79,4846.24,4768.96,4779.77,3725,123734
2021-03-30,IH2401,4296.06,4318.05,4237.97,4315.15,4321,162468
2021-03-31,IC2401,4542.54,4545.87,4490.8,4539.12,9329,93471
2021-03-31,IC2402,6317.31,6360.55,6211.45,6262.62,4506,132728
2021-03-31,IF2401,6146.91,6200.16,6100.35,6128.25,9988,93396
2021-03-31,IF2402,2686.99,2704.16,2645.37,2692.56,7094,66483
2021-03-31,IF2403,4796.87,4827.78,4768.5,4809.25,4238,195522
2021-03-31,IH2401,4387.83,4479.48,4379.71,4414.7,3725,160188
2021-04-01,IC2401,4456.56,4501.11,4378.53,4436.42,8738,99438
2021-04-01,IC2402,6301.4,6360.18,6203.25,6251.84,9443,89590
2021-04-01,IF2401,6057.47,6128.96,5975.02,6003.85,2198,115878
2021-04-01,IF2402,2718.2,2733.07,2694.26,2714.03,4915,199207
2021-04-01,IF2403,4687.19,4761.86,4648.07,4686.02,1704,197713
2021-04-01,IH2401,4383.24,4450.64,4369.04,4446.9,8115,52033
2021-04-02,IC2401,4517.17,4621.17,4440.6,4516.28,5017,107841
2021-04-02,IC2402,6214.94,6269.58,6055.54,6188.28,2007,69022
2021-04-02,IF2401,6056.66,6088.55,6005.77,6046.95,5715,127468
2021-04-02,IF2402,2665.67,2712.56,2623.43,2684.55,5857,145251
2021-04-02,IF2403,4722.87,4726.26,4687.31,4703.54,6968,165548
2021-04-02,IH2401,4475.37,4503.28,4445.37,4456.97,3851,96229
2021-04-05,IC2401,4633.91,4748.33,4630.42,4670.23,9746,131790
2021-04-05,IC2402,6073.2,6104.03,6013.29,6081.12,7074,170530
2021-04-05,IF2401,6114.11,6151.81,6100.44,6103.36,6312,155803
2021-04-05,IF2402,2719.88,2731.7,2677.26,2705.24,6184,103629
2021-04-05,IF2403,4647.87,4678.62,4619.84,4662.66,2866,89486
2021-04-05,IH2401,4517.19,4652.32,4455.01,4518.44,9273,104837
2021-04-06,IC2401,4914.09,4935.21,4788.13,4890.85,9263,99989
2021-04-06,IC2402,5933.97,5974.93,5849.76,5934.59,1552,143415
2021-04-06,IF2401,5997.13,6083.48,5960.2,5998.31,6753,92085
2021-04-06,IF2402,2759.34,2812.11,2728.79,2744.26,9816,137642
2021-04-06,IF2403,4571.86,4648.44,4473.86,4563.86,8378,173210
2021-04-06,IH2401,4401.44,4410.37,4396.39,4406.2,8965,142274
2021-04-07,IC2401,4896.37,4949.55,4893.9,4908.91,7731,96816
2021-04-07,IC2402,5810.34,5974.2,5748.59,5823.1,8515,116898
2021-04-07,IF2401,5847.51,5915.16,5834.17,5860.99,7923,149572
2021-04-07,IF2402,2707.4,2776.92,2698.63,2745.99,7258,118117
2021-04-07,IF2403,4584.09,4612.23,4535.28,4559.93,7259,179603
2021-04-07,IH2401,4358.66,4380.1,4332.8,4338.15,5077,66369
2021-04-08,IC2401,4935.16,4943.54,4858.29,4939.23,3009,89713
2021-04-08,IC2402,5968.5,6164.51,5954.86,5991.91,5287,192820
2021-04-08,IF2401,5715.57,5805.82,5655.78,5757.45,6883,144991
2021-04-08,IF2402,2740.42,2740.62,2672.54,2724.16,5912,158519
2021-04-08,IF2403,4458.91,4498.45,4440.45,4474.8,7445,103826
2021-04-08,IH2401,4449.04,4508.12,4432.3,4447.38,4521,71067
2021-04-09,IC2401,5038.32,5149.04,4949.52,5069.94,4722,67372
2021-04-09,IC2402,6021.94,6036.87,5959.3,6016.59,8135,193252
2021-04-09,IF2401,5756.71,5843.76,5666.7,5716.84,7047,87018
2021-04-09,IF2402,2826.09,2843.04,2793.86,2824.42,5675,99542
2021-04-09,IF2403,4478.63,4496.98,4439.41,4460.49,6919,71354
2021-04-09,IH2401,4432.61,4445.01,4400.94,4409.6,2435,111267
2021-04-12,IC2401,5060.85,5070.92,5042.9,5064.87,1578,153049
2021-04-12,IC2402,6198.63,6228.48,6151.11,6163.65,6100,161348
2021-04-12,IF2401,5809.52,5848.93,5725.15,5806.62,5678,115631
2021-04-12,IF2402,2730.44,2730.76,2715.07,2722.53,9367,171266
2021-04-12,IF2403,4604.51,4630.38,4585.74,4597.47,3608,194084
2021-04-12,IH2401,4331.69,4416.34,4295.96,4318.38,8363,181755
2021-04-13,IC2401,4955.77,4970.44,4893.54,4965.58,4634,165992
2021-04-13,IC2402,6182.68,6265.78,6099.55,6159.71,4218,106561
2021-04-13,IF2401,5908.38,5946.0,5857.39,5873.75,1671,176906
2021-04-13,IF2402,2714.47,2773.24,2685.21,2722.63,4699,161785
2021-04-13,IF2403,4696.92,4787.54,4676.76,4735.68,7814,50361
2021-04-13,IH2401,4422.23,4475.89,4367.07,4409.63,6450,70325
2021-04-14,IC2401,4990.48,5043.1,4976.52,5015.78,3038,164983
2021-04-14,IC2402,6216.54,6395.07,6210.93,6231.01,3608,184011
2021-04-14,IF2401,6042.67,6084.91,6003.03,6024.85,1462,157007
2021-04-14,IF2402,2706.83,2720.86,2664.55,2709.02,5511,175436
2021-04-14,IF2403,4860.26,4926.97,4853.89,4886.92,7635,131747
2021-04-14,IH2401,4516.66,4554.88,4510.55,4533.03,9793,142089
2021-04-15,IC2401,5062.27,5096.5,5057.5,5069.52,6622,69466
2021-04-15,IC2402,6312.12,6335.7,6240.2,6276.07,2488,183195
2021-04-15,IF2401,6146.02,6249.94,6123.32,6204.13,2526,164603
2021-04-15,IF2402,2580.65,2624.6,2580.06,2598.94,2920,162109
2021-04-15,IF2403,4767.07,4836.17,4760.22,4800.1,9656,102464
2021-04-15,IH2401,4343.28,4364.83,4335.74,4359.09,4545,67684
2021-04-16,IC2401,5142.88,5150.37,5112.91,5122.54,8001,62450
2021-04-16,IC2402,6290.3,6335.38,6168.29,6319.87,9845,189734
2021-04-16,IF2401,6178.24,6243.62,6119.82,6238.12,7179,75630
2021-04-16,IF2402,2517.37,2560.87,2486.97,2531.75,6232,164747
2021-04-16,IF2403,4814.24,4826.34,4776.14,4792.43,7351,182315
2021-04-16,IH2401,4367.09,4388.5,4354.52,4374.87,7586,148011
2021-04-19,IC2401,5386.86,5410.95,5363.77,5374.36,6054,160732
2021-04-19,IC2402,6054.52,6086.86,5956.46,6024.08,8997,169383
2021-04-19,IF2401,6186.75,6268.58,6057.25,6186.04,4048,82749
2021-04-19,IF2402,2544.49,2548.53,2484.13,2540.28,7614,66073
2021-04-19,IF2403,4885.74,5012.39,4861.53,4877.69,6447,131279
2021-04-19,IH2401,4484.78,4490.11,4433.62,4482.56,9056,81771
2021-04-20,IC2401,5440.61,5503.21,5399.34,5434.4,7089,85438
2021-04-20,IC2402,5851.91,5967.46,5800.16,5858.87,1148,69736
2021-04-20,IF2401,6030.14,6082.02,5990.1,6042.9,6109,100419
2021-04-20,IF2402,2508.56,2541.19,2500.99,2529.92,5683,108744
2021-04-20,IF2403,4976.19,5008.3,4969.48,4970.95,5462,144790
2021-04-20,IH2401,4216.88,4263.65,4208.14,4233.93,5338,61267
2021-04-21,IC2401,5575.18,5598.6,5521.33,5554.56,2635,144985
2021-04-21,IC2402,5920.54,5955.77,5808.14,5877.86,4493,177517
2021-04-21,IF2401,5843.23,5911.59,5794.64,5841.5,3649,168264
2021-04-21,IF2402,2557.19,2578.15,2528.08,2540.35,3192,94846
2021-04-21,IF2403,5202.28,5257.78,5145.65,5169.66,3800,72571
2021-04-21,IH2401,4166.37,4184.01,4146.76,4160.75,7983,122897
2021-04-22,IC2401,5571.21,5591.32,5472.19,5563.9,6466,63094
2021-04-22,IC2402,5832.13,5878.83,5773.57,5790.14,4338,74997
2021-04-22,IF2401,5767.54,5867.57,5613.38,5776.62,3292,172453
2021-04-22,IF2402,2560.63,2590.65,2536.95,2587.41,2642,60609
2021-04-22,IF2403,5338.3,5351.16,5222.58,5282.08,8421,183807
2021-04-22,IH2401,4042.96,4090.59,4021.11,4067.86,9658,119098
2021-04-23,IC2401,5483.87,5592.32,5370.84,5551.82,5053,143301
2021-04-23,IC2402,5685.41,5774.3,5676.21,5689.7,9006,159293
2021-04-23,IF2401,5897.25,5991.25,5875.94,5957.21,3200,155857
2021-04-23,IF2402,2591.11,2609.96,2548.44,2590.65,1943,164444
2021-04-23,IF2403,5237.82,5290.39,5181.51,5230.85,4905,175367
2021-04-23,IH2401,4094.49,4145.9,4034.99,4087.2,6091,165042
2021-04-26,IC2401,5566.92,5631.36,5467.7,5594.49,3247,107786
2021-04-26,IC2402,5587.51,5734.99,5554.99,5598.83,6774,121340
2021-04-26,IF2401,5933.31,5973.88,5875.87,5943.75,4882,141807
2021-04-26,IF2402,2582.98,2636.1,2553.7,2591.41,2543,186768
2021-04-26,IF2403,5290.61,5396.95,5234.9,5251.23,7837,150599
2021-04-26,IH2401,4101.62,4185.95,4074.47,4114.21,5543,116579
2021-04-27,IC2401,5697.56,5770.05,5591.64,5681.5,2663,98857
2021-04-27,IC2402,5488.49,5512.05,5452.68,5506.05,5927,148737
2021-04-27,IF2401,5755.61,5784.36,5689.81,5761.25,3669,172331
2021-04-27,IF2402,2622.87,2655.59,2586.29,2654.06,2238,188169
2021-04-27,IF2403,5232.15,5258.86,5190.43,5219.67,7660,101985
2021-04-27,IH2401,4251.16,4253.03,4208.76,4238.3,5353,98719
2021-04-28,IC2401,5536.39,5580.78,5497.2,5579.25,7699,54153
2021-04-28,IC2402,5407.24,5454.41,5332.31,5426.46,3626,106465
2021-04-28,IF2401,5937.55,5982.35,5839.93,5954.43,6698,127820
2021-04-28,IF2402,2709.37,2737.85,2672.93,2697.66,7670,62143
2021-04-28,IF2403,5184.66,5231.56,5177.39,5180.5,8601,93233
2021-04-28,IH2401,4269.4,4283.06,4221.64,4254.12,3418,140845
2021-04-29,IC2401,5510.42,5561.82,5437.09,5477.45,4101,55989
2021-04-29,IC2402,5431.84,5513.8,5423.71,5426.18,3019,161143
2021-04-29,IF2401,5875.94,5917.38,5812.15,5874.36,3024,96806
2021-04-29,IF2402,2759.34,2776.08,2720.69,2732.95,3241,119246
2021-04-29,IF2403,5156.98,5228.97,5139.71,5211.43,3186,131826
2021-04-29,IH2401,4308.09,4347.05,4307.42,4318.74,4857,54429
2021-04-30,IC2401,5423.73,5532.37,5388.29,5446.21,1575,160901
2021-04-30,IC2402,5268.89,5314.84,5208.97,5299.32,6285,75757
2021-04-30,IF2401,5835.66,5910.61,5776.88,5842.81,4208,182265
2021-04-30,IF2402,2752.17,2781.31,2699.99,2773.78,8627,199878
2021-04-30,IF2403,5276.08,5313.38,5218.12,5306.66,2421,143825
2021-04-30,IH2401,4385.07,4403.85,4319.78,4395.31,4539,148677
2021-05-03,IC2401,5180.06,5194.3,5143.69,5156.2,9201,66695
2021-05-03,IC2402,5343.95,5385.64,5322.32,5324.55,1284,173733
2021-05-03,IF2401,5730.8,5764.55,5729.1,5743.18,2818,180035
2021-05-03,IF2402,2714.21,2721.87,2667.92,2698.31,2774,88820
2021-05-03,IF2403,5250.62,5284.0,5214.74,5237.38,6635,74680
2021-05-03,IH2401,4473.25,4569.56,4462.47,4483.36,6150,131473
2021-05-04,IC2401,5168.67,5252.7,5113.97,5226.03,6919,120251
2021-05-04,IC2402,5149.21,5183.31,5116.05,5147.76,8762,152771
2021-05-04,IF2401,5850.79,5850.99,5817.51,5838.22,5095,78619
2021-05-04,IF2402,2706.29,2720.48,2672.8,2693.67,4156,174799
2021-05-04,IF2403,5332.56,5399.86,5285.55,5327.82,2606,79970
2021-05-04,IH2401,4507.84,4565.87,4382.9,4486.73,7209,57872
2021-05-05,IC2401,5073.92,5108.92,4996.54,5087.99,1699,54573
2021-05-05,IC2402,5318.2,5346.01,5309.5,5326.6,3935,183256
